계획,이수구분(주전공),이수구분(다전공),공학인증,교과영역,과목번호,과목명,수강유의사항,강좌유형정보,분반,교수명,개설학과,시간/학점(설계),수강인원,여석,강의시간(강의실),과정,수강대상
,전선-경영학부/전필-금융학부/전필-벤처중소/전필-회계학과,복선-경영학부/복필-금융학부/복필-벤처중소/복필-회계학과/부선-경영학부/부선-금융학부/부선-벤처중소/부선-회계학과/연계1-융합창업/융선-ICT유통물류융합/융선-문화서비스산업융합/융선-콘텐츠스타트업,,,2150644002,Entrepreneurship,,, (공통-재수강),원용연,벤처중소기업학과,3.0/3.0,0,40,"금 18:00-19:15 (숭덕경상관 02208-원용연)
금 19:30-20:45 (숭덕경상관 02208-원용연)",학사과정,"전체학년 벤처중소, 경영학부, 회계학과, 금융학부, 융합창업연계, ICT유통물류융합, 문화서비스산업융합"
,전선-벤처경영,,,,2150656601,Entrepreneurship,,,,,벤처경영학과(계약학과),3.0/3.0,0,0,,학사과정,전체
,전선-글로벌통상,복선-글로벌통상/부선-글로벌통상,,,2150677501,GTEP무역실습1,GTEP 학생만 수강가능,,,조승호,글로벌통상학과,3.0/3.0,0,0,,학사과정,"전체학년 글로벌통상, GTEP 실습생"
,전선-스포츠,,,,2150617301,GX프로그램1,2학년 스포츠,,,연분홍,스포츠학부,3.0/2.0,0,40,"화 09:00-09:50 (조만식기념관 12210-연분홍)
화 10:00-10:50 (조만식기념관 12210-연분홍)
화 11:00-11:50 (조만식기념관 12210-연분홍)",학사과정,전체학년 스포츠 (대상외수강제한)
,교선,,,"[‘23이후]자기개발·진로탐색
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(사회과학-문화및문명)
['15이전]문학과예술(융합-인문)",2150106801,GenZ의미래역량과‘7C-Up’,,녹화,,"이경화
전주성",평생교육학과,2.0/2.0,0,220,,학사과정,전체
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]세계의문화와국제관계(핵심-창의)",2150632801,Global Issues,,영어,,Gregory Dawson,교양교육운영팀,3.0/3.0,0,50,"화 15:00-16:15 (진리관 11522 (이효계강의실)-Gregory Dawson)
화 16:30-17:45 (진리관 11522 (이효계강의실)-Gregory Dawson)",학사과정,전체학년 교환학생(대상외수강제한)
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]세계의문화와국제관계(핵심-창의)",2150632802,Global Issues,,,,임동진,교양교육운영팀,3.0/3.0,0,50,"화 15:00-16:15 (미래관 20406-임동진)
화 16:30-17:45 (미래관 20406-임동진)",학사과정,전체학년 전체;순수외국인입학생 (대상외수강제한)
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]세계의문화와국제관계(핵심-창의)",2150632803,Global Issues,,,,임동진,교양교육운영팀,3.0/3.0,0,50,"금 16:30-17:45 (미래관 20406-임동진)
금 18:00-19:15 (미래관 20406-임동진)",학사과정,전체학년 전체;순수외국인입학생 (대상외수강제한)
,전선-벤처경영,,,,2150080001,ICT및스마트기술,,,,,벤처경영학과(계약학과),3.0/3.0,0,40,,학사과정,전체
,교과목 전체,,,,5055466101,IPCV(영상처리와인식)특론,,,,김계영,AI·SW융합학과(계약학과),3.0/3.0,0,100,"토 16:00-16:50 (-김계영)
토 17:00-17:50 (-김계영)
토 18:00-18:50 (-김계영)",석박과정,"전체학년 AI·SW융합학과, AI테크노융합학과 (대상외수강제한)"
,공통과목,,,,5055374801,ITCEO세미나 3,,,,신용태,정보과학대학원,3.0/1.0,0,30,화 18:30-19:20 (웨스트민스터홀 22661-신용태),석사과정,전체
,전공_IT유통물류학,,,,5055504001,IT유통물류세미나,,,,김인규,IT유통물류학과,3.0/3.0,0,100,"금 19:00-19:50 (-김인규)
금 20:00-20:50 (-김인규)
금 21:00-21:50 (-김인규)",석박과정,전체
,전공_IT융합,,,,5027644901,IT융합프로젝트형세미나,,,,유명식,인공지능IT융합학과(계약학과),3.0/3.0,0,100,"월 19:00-19:50 (-유명식)
월 20:00-20:50 (-유명식)
월 21:00-21:50 (-유명식)",석박과정,전체
,전공_IT경영,,,,5038963201,IT정책경영 위기관리 리더십,,,,,IT정책경영학과,3.0/3.0,0,100,"토 13:20-14:10 (-)
토 14:20-15:10 (-)
토 15:20-16:10 (-)",석박과정,전체
,전공_IT경영,,,,5042801801,IT정책경영부트캠프Ⅱ,,,,김동호,IT정책경영학과,3.0/3.0,0,100,"토 09:30-10:20 (-김동호)
토 10:30-11:20 (-김동호)
토 11:30-12:20 (-김동호)",석박과정,전체
,전공_IT경영,,,,5029153601,IT정책경영세미나,,,,최정일,IT정책경영학과,3.0/3.0,0,100,"토 16:20-17:10 (-최정일)
토 17:20-18:10 (-최정일)
토 18:20-19:10 (-최정일)",석박과정,전체
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-문화및문명)
['15이전]세계의문화와국제관계(핵심-창의)",2150094801,Introduction to Asian Studies,,영어,,김지영,교양교육운영팀,3.0/3.0,0,40,"화 12:00-13:15 (진리관 11301-김지영)
화 13:30-14:45 (진리관 11301-김지영)",학사과정,전체학년 교환학생(대상외수강제한)
,전선_정보통신학과,,,,5045930401,IoT기초,,,,문용,IoT학과,3.0/3.0,0,30,"월 19:00-19:45 (-문용)
월 20:00-20:45 (-문용)
월 21:00-21:45 (-문용)",석사과정,전체
,전공_IT융합,,,,5044499101,IoT프로그래밍,,,,노동건,인공지능IT융합학과(계약학과),3.0/3.0,0,100,"금 19:00-19:50 (-노동건)
금 20:00-20:50 (-노동건)
금 21:00-21:50 (-노동건)",석박과정,전체
,교선,,,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-문학·예술
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(인문학-문학/어학/예술)
['15이전]문학과예술(융합-인문)",2150179601,K-문화인문학,,,,윤영실,숭실학술원 행정팀,3.0/3.0,0,50,"화 15:00-16:15 (진리관 11302-윤영실)
화 16:30-17:45 (진리관 11302-윤영실)",학사과정,전체
,교선,,,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-역사·철학·종교
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(인문학-역사)
['15이전]역사와철학(융합-인문)",2150081301,K-사상과역사내러티브,,,,오지석,숭실학술원 행정팀,3.0/3.0,0,50,"월 12:00-13:15 (진리관 11302-오지석)
월 13:30-14:45 (진리관 11302-오지석)",학사과정,전체
,교과목 전체,,,,5055465901,LLM(대규모언어모델),,,,강태홍,AI·SW융합학과(계약학과),3.0/3.0,0,100,"화 19:00-19:50 (-강태홍)
화 20:00-20:50 (-강태홍)
화 21:00-21:50 (-강태홍)",석박과정,"전체학년 AI·SW융합학과, AI테크노융합학과 (대상외수강제한)"
,전공_법학,,,,2160151301,M＆A법특수연구,,,,,법학과,3.0/3.0,0,100,"월 19:00-19:50 (-)
월 20:00-20:50 (-)
월 21:00-21:50 (-)",석박과정,전체
,전선_NGO·기업사회공,,,,5053201801,NGO 모금과 자원개발,,,,이광재,NGO·기업사회공헌전공,3.0/3.0,0,30,"화 19:00-20:30 (-이광재)
화 20:40-21:25 (-이광재)",석사과정,전체
,교선,,,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]기초역량(과학정보기술-정보기술)
['15이전]정보와기술(융합-자연)",2150143101,P5.js_비주얼포트폴리오,"대면 기말고사, 6.10(수) 19:00-19:50 조만식기념관 327, 328, 329호",녹화,,정기철,학사팀,3.0/3.0,0,228,,학사과정,전체
,교선,,,"[‘23이후]과학·기술
['20,'21~'22]창의/융합,균형교양-자연과학·공학·기술
['19]균형교양-자연/공학(자연/과학/기술)
['16-'18]기초역량(과학정보기술-정보기술)
['15이전]정보와기술(융합-자연)",2150017801,PC활용,,,,,벤처경영학과(계약학과),3.0/3.0,0,50,,학사과정,전체
,전공선택,,,,5049120401,Pedagogies of Engagement,,녹화,,전주성,교육대학원,2.0/2.0,0,60,,석사과정,전체
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-영어)
['15이전]세계의언어(핵심-창의)",5010588001,Practical English Listening & Reading,,영어,,정성희,교양교육운영팀,3.0/3.0,0,48,"월 15:00-16:15 (진리관 11305-정성희)
월 16:30-17:45 (진리관 11305-정성희)",학사과정,전체학년 전체(영어영문학과제외)
,교선,,,"[‘23이후]인간·언어
['20,'21~'22]의사소통/글로벌,기초역량-국제어문
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-영어)
['15이전]세계의언어(핵심-창의)",5010588002,Practical English Listening & Reading,,영어,,정성희,교양교육운영팀,3.0/3.0,0,48,"금 15:00-16:15 (진리관 11305-정성희)
금 16:30-17:45 (진리관 11305-정성희)",학사과정,전체학년 전체(영어영문학과제외)
,전공_지능형반도체학,,,,5055457501,Process Integration 실무양성,,,,강응열,지능형반도체학과,3.0/3.0,0,100,"화 13:00-13:50 (-강응열)
화 14:00-14:50 (-강응열)
화 15:00-15:50 (-강응열)",석박과정,전체
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-정치·경제·경영
['19]균형교양-사회과학(사회/역사)
['16-'18]실용교양(경제경영)
['15이전]정치와경제(융합-사회)",2150632901,Product Promotion,,영어,,Jay Fraser,교양교육운영팀,3.0/3.0,0,50,월 수 10:30-11:45 (베어드홀 01103-Jay Fraser),학사과정,전체학년 교환학생(대상외수강제한)
,전공_경영,,,,2160182301,SCM및응용,,,,박종우,경영학과,3.0/3.0,0,100,"화 19:00-19:50 (-박종우)
화 20:00-20:50 (-박종우)
화 21:00-21:50 (-박종우)",석박과정,전체
,교선,,,"[‘23이후]문화·예술
['20,'21~'22]창의/융합,균형교양-문학·예술
['19]균형교양-인문학(인간/문화/사고력)
['16-'18]균형교양(인문학-문학/어학/예술)
['15이전]문학과예술(융합-인문)",2150107301,SF로통찰하는미래사회,,,,박연숙,교양교육운영팀,3.0/3.0,0,50,월 수 15:00-16:15 (진리관 11301-박연숙),학사과정,전체학년 전체
,전선_커리어·학습코칭,,,,5045852101,STOP코칭,,,,임희정,커리어·학습코칭전공,2.0/2.0,0,25,수 19:35-21:05 (웨스트민스터홀 22442-임희정),석사과정,전체
,전공_컴퓨터,,,,5051047601,SW감리론,,,,조창희,컴퓨터학과,3.0/3.0,0,100,"화 13:00-13:50 (-조창희)
화 14:00-14:50 (-조창희)
화 15:00-15:50 (-조창희)",석박과정,전체
,전공_지능형반도체학,,,,5055456901,SoC설계프로젝트,,,,이성수,지능형반도체학과,3.0/3.0,0,100,"수 12:00-12:50 (-이성수)
수 13:00-13:50 (-이성수)
수 14:00-14:50 (-이성수)",석박과정,전체
,전선-벤처경영,,,,2150048801,Social Entrepreneurship,,,,,벤처경영학과(계약학과),3.0/3.0,0,0,,학사과정,전체
,교선,,,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
['19]숭실품성-인성과리더십
['16-'18]숭실품성(인성-가치관및윤리교육)
['15이전]인성과리더쉽(핵심-창의)",2150915001,Soongsil Honor Code,,,,문정화,교양교육운영팀,1.0/1.0,0,48,월 15:00-15:50 (진리관 11402-문정화),학사과정,전체학년 전체
,교선,,,"[‘23이후]자기개발·진로탐색
['20,'21~'22]공동체/리더십,숭실품성-인성과리더십
['19]숭실품성-인성과리더십
['16-'18]숭실품성(인성-가치관및윤리교육)
['15이전]인성과리더쉽(핵심-창의)",2150915002,Soongsil Honor Code,,,,문정화,교양교육운영팀,1.0/1.0,0,50,수 15:00-15:50 (진리관 11517-문정화),학사과정,전체학년 전체
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]숭실품성-인성과리더십
['16-'18]숭실품성(리더십-통일리더십)
['15이전]정치와경제(융합-사회)",2150664001,South-North Korean Relations in Historic,,영어,,정성희,교양교육운영팀,3.0/3.0,0,40,"수 15:00-16:15 (조만식기념관 12524 (안재국강의실)-정성희)
수 16:30-17:45 (조만식기념관 12524 (안재국강의실)-정성희)",학사과정,전체학년 교환학생(대상외수강제한)
,전공_IT유통물류학,,,,5033858001,UI/UX 디자인,,,,황원일,IT유통물류학과,3.0/3.0,0,100,"화 15:00-15:50 (-황원일)
화 16:00-16:50 (-황원일)
화 17:00-17:50 (-황원일)",석박과정,전체
,전필-글로벌미디어,복필-글로벌미디어/부선-글로벌미디어,,,2150457405,UX/UI디자인,,, (공통-재수강),김연숙,글로벌미디어학부,3.0/3.0,0,40,"수 10:30-11:45 (정보과학관 21503 (실습실)-김연숙)
수 12:00-13:15 (정보과학관 21503 (실습실)-김연숙)",학사과정,전체학년 글로벌미디어
,교선,,,"[‘23이후]사회·정치·경제
['20,'21~'22]창의/융합,균형교양-사회·문화·심리
['19]균형교양-사회과학(사회/역사)
['16-'18]균형교양(사회과학-사회/정치/경제)
['15이전]세계의문화와국제관계(핵심-창의)",2150664101,"Understanding of Korea, China&Japan",,영어,,오선주,교양교육운영팀,3.0/3.0,0,40,"금 15:00-16:15 (조만식기념관 12208-오선주)
금 16:30-17:45 (조만식기념관 12208-오선주)",학사과정,전체학년 교환학생(대상외수강제한)
,교선,,,"[‘23이후]인간·언어
['19]기초역량-한국어의사소통과국제어문
['16-'18]기초역량(국제어문-영어)
['15이전]세계의언어(핵심-창의)",2150695101,Writing and speaking English I,,,,,벤처경영학과(계약학과),3.0/3.0,0,50,,학사과정,전체
,전공_문화콘텐츠,,,,5055452001,XR스토리텔링,,,,성정환,메타버스·문화콘텐츠학과,3.0/3.0,0,100,"금 14:00-14:50 (-성정환)
금 15:00-15:50 (-성정환)
금 16:00-16:50 (-성정환)",석박과정,전체
,교필,,,교필-['23이후]품격(글로벌소통과언어),2150102746,"[글로벌소통과언어]CTE for IT, Engineering&Natura",2학년우선신청,영어,,송은혜,교양교육운영팀,3.0/3.0,0,20,"토 09:00-10:15 (진리관 11107-송은혜)
토 10:30-11:45 (진리관 11107-송은혜)",학사과정,전체학년 디지털미디어(미디어경영) (대상외수강제한)
,교필,,,교필-['23이후]품격(글로벌소통과언어),2150102747,"[글로벌소통과언어]CTE for IT, Engineering&Natura",2학년우선신청,영어,,박소현,교양교육운영팀,3.0/3.0,0,20,"토 09:00-10:15 (진리관 11112-박소현)
토 10:30-11:45 (진리관 11112-박소현)",학사과정,전체학년 디지털미디어(미디어경영) (대상외수강제한)
,교필,,,교필-['23이후]품격(글로벌시민의식),2150102413,[글로벌시민의식]글로벌도시이해,2학년우선신청,,,김시천,교양교육운영팀,2.0/2.0,0,40,"화 19:30-20:20 (진리관 11517-김시천)
화 20:30-21:20 (진리관 11517-김시천)",학사과정,전체학년 국제무역 (대상외수강제한)
,교필,,,교필-['23이후]품격(글로벌시민의식),2150102414,[글로벌시민의식]글로벌도시이해,2학년우선신청,,,구태환,교양교육운영팀,2.0/2.0,0,40,"화 19:30-20:20 (미래관 20202-구태환)
화 20:30-21:20 (미래관 20202-구태환)",학사과정,전체학년 국제무역 (대상외수강제한)
,교필,,,교필-['23이후]품격(글로벌시민의식),2150102415,[글로벌시민의식]글로벌도시이해,2학년우선신청,,,김시천,교양교육운영팀,2.0/2.0,0,40,"목 19:30-20:20 (진리관 11517-김시천)
목 20:30-21:20 (진리관 11517-김시천)",학사과정,전체학년 금융경제 (대상외수강제한)
,교필,,,교필-['23이후]품격(글로벌시민의식),2150102416,[글로벌시민의식]글로벌도시이해,2학년우선신청,,,구태환,교양교육운영팀,2.0/2.0,0,40,"목 19:30-20:20 (미래관 20202-구태환)
목 20:30-21:20 (미래관 20202-구태환)",학사과정,전체학년 금융경제 (대상외수강제한)
